page,mbfclink,bias_rating,factual_reporting,country,media_type,trafficpopularity,credibility_rating,source,domain,leaning,press_freedom_rank,bias_label_5_class
Center for Immigration Studies,https://mediabiasfactcheck.com/true-activist/,EXTREME LEFT,LOW,Germany (13/180 Press Freedom),Website,Minimal Traffic,LOW CREDIBILITY,http://www.trueactivist.com/,trueactivist.com,fake-news,,left
Center for Security Policy,https://mediabiasfactcheck.com/center-for-security-policy/,FAR RIGHT,MIXED,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.centerforsecuritypolicy.org/,centerforsecuritypolicy.org,fake-news,,right
Central Broward News,https://mediabiasfactcheck.com/central-broward-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centralbrowardnews.com/,centralbrowardnews.com,fake-news,MOSTLY FREE,rightcenter
Central Colorado News,https://mediabiasfactcheck.com/central-colorado-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centralcoloradonews.com/,centralcoloradonews.com,fake-news,,rightcenter
Central Georgia News,https://mediabiasfactcheck.com/central-georgia-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centralgeorgianews.com/,centralgeorgianews.com,fake-news,,rightcenter
Central Idaho Times,https://mediabiasfactcheck.com/central-idaho-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centralidahotimes.com/,centralidahotimes.com,fake-news,,rightcenter
Central Iowa Times,https://mediabiasfactcheck.com/central-iowa-times-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centraliowatimes.com/,centraliowatimes.com,fake-news,,rightcenter
Central Louisiana News,https://mediabiasfactcheck.com/central-louisiana-news-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centrallouisiananews.com/,centrallouisiananews.com,fake-news,,rightcenter
Central OC Times,https://mediabiasfactcheck.com/central-oc-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://centraloctimes.com/,centraloctimes.com,fake-news,,rightcenter
Cerno,https://mediabiasfactcheck.com/cerno-cernovich-com/,EXTREME-RIGHT,MIXED,USA,,,,http://cernovich.com,cernovich.com,fake-news,USA 48/180,right
Chambana Sun,https://mediabiasfactcheck.com/chambana-sun/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://chambanasun.com/,chambanasun.com,fake-news,,rightcenter
Chicago City Wire,https://mediabiasfactcheck.com/chicago-city-wire/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://chicagocitywire.com/,chicagocitywire.com,fake-news,,rightcenter
Chico Times,https://mediabiasfactcheck.com/chico-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://chicotimes.com/,chicotimes.com,fake-news,,rightcenter
China Daily,https://mediabiasfactcheck.com/china-daily/,LEFT,MIXED,China,Newspaper,High Traffic,LOW CREDIBILITY,http://www.chinadaily.com.cn/,chinadaily.com.cn,fake-news,TOTAL OPPRESSION,left
China Global Television Network,https://mediabiasfactcheck.com/china-global-television-network-cgtn/,LEFT-CENTER,MIXED,China,TV Station,High Traffic,LOW CREDIBILITY,https://www.cgtn.com/,cgtn.com,fake-news,TOTAL OPPRESSION,leftcenter
Christian Action Network,https://mediabiasfactcheck.com/christian-action-network/,EXTREME RIGHT,LOW,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://christianaction.org/,christianaction.org,fake-news,MOSTLY FREE,right
Christians for Truth,https://mediabiasfactcheck.com/christians-for-truth/,EXTREME-RIGHT,VERY LOW,Unknown,Website,Medium Traffic,LOW CREDIBILITY,https://christiansfortruth.com/,christiansfortruth.com,fake-news,,right
Church Militant,https://mediabiasfactcheck.com/church-militant/,EXTREME RIGHT,MIXED,USA,Organization/Foundation,Medium Traffic,LOW CREDIBILITY,https://www.churchmilitant.com/,churchmilitant.com,fake-news,,right
Citizens Journal,https://mediabiasfactcheck.com/citizens-journal-bias/,RIGHT,MIXED,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.citizensjournal.us/,citizensjournal.us,fake-news,,right
Clarion Project,https://mediabiasfactcheck.com/clarion-project/,EXTREME RIGHT,LOW,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://clarionproject.org/,clarionproject.org,fake-news,,right
Clash Daily,https://mediabiasfactcheck.com/clash-daily/,EXTREME RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://clashdaily.com/,clashdaily.com,fake-news,,right
Clay County Times,https://mediabiasfactcheck.com/clay-county-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://claycotimes.com/,claycotimes.com,fake-news,MOSTLY FREE,rightcenter
Clover Chronicle,https://mediabiasfactcheck.com/clover-chronicle-bias-credibility-fake-news/,EXTREME RIGHT,LOW,Unknown,Website,Minimal Traffic,LOW CREDIBILITY,https://cloverchronicle.com,cloverchronicle.com,fake-news,,right
CNS News,https://mediabiasfactcheck.com/cns-news/,FAR RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.cnsnews.com/,cnsnews.com,fake-news,MOSTLY FREE,right
Coachella Today,https://mediabiasfactcheck.com/coachella-today/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://coachellatoday.com/,coachellatoday.com,fake-news,,rightcenter
Coastal GA News,https://mediabiasfactcheck.com/coastal-ga-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://coastalganews.com/,coastalganews.com,fake-news,,rightcenter
Cobb Reporter,https://mediabiasfactcheck.com/cobb-reporter/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://cobbreporter.com/,cobbreporter.com,fake-news,,rightcenter
Coconino News,https://mediabiasfactcheck.com/coconino-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://coconinonews.com/,coconinonews.com,fake-news,,rightcenter
Columbus Standard,https://mediabiasfactcheck.com/columbus-standard-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://columbusstandard.com/,columbusstandard.com,fake-news,,rightcenter
Competitive Enterprise Institute,https://mediabiasfactcheck.com/competitive-enterprise-institute/,FAR RIGHT-BIAS,LOW,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://cei.org/,cei.org,fake-news,,right
Concerned Women for America,https://mediabiasfactcheck.com/concerned-women-america/,EXTREME RIGHT,LOW,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://concernedwomen.org/blog/,concernedwomen.org,fake-news,,right
Conservapedia,https://mediabiasfactcheck.com/conservapedia/,EXTREME RIGHT,MIXED,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.conservapedia.com,conservapedia.com,fake-news,,right
Conservative Ammo,https://mediabiasfactcheck.com/conservative-ammo/,EXTREME RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,http://conservativeammo.com/,conservativeammo.com,fake-news,MOSTLY FREE,right
Conservative Beaver,https://mediabiasfactcheck.com/conservative-beaver/,EXTREME RIGHT,VERY LOW,Canada,Website,Minimal Traffic,LOW CREDIBILITY,https://www.conservativebeaver.com/,conservativebeaver.com,fake-news,,right
Conservative Daily News,https://mediabiasfactcheck.com/conservative-daily-news/,EXTREME RIGHT,MIXED,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.conservativedailynews.com/,conservativedailynews.com,fake-news,,right
Conservative Daily Post,https://mediabiasfactcheck.com/conservative-daily-post/,EXTREME RIGHT,LOW,Unknown,Website,Minimal Traffic,LOW CREDIBILITY,https://conservativedailypost.com/,conservativedailypost.com,fake-news,,right
Conservative Firing Line,https://mediabiasfactcheck.com/conservative-firing-line/,EXTREME RIGHT,VERY LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,http://conservativefiringline.com/,conservativefiringline.com,fake-news,,right
Conservative Free Press,https://mediabiasfactcheck.com/conservative-free-press/,EXTREME RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://www.conservativefreepress.com/,conservativefreepress.com,fake-news,MOSTLY FREE,right
Conservative Matrix,https://mediabiasfactcheck.com/conservative-matrix/,RIGHT,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,http://conservativematrix.com/,conservativematrix.com,fake-news,,right
Conservative Playlist,https://mediabiasfactcheck.com/conservative-playlist/,EXTREME RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://conservativeplaylist.com/,conservativeplaylist.com,fake-news,,right
Conservative Post,https://mediabiasfactcheck.com/conservative-post/,EXTREME RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://conservativepost.com,conservativepost.com,fake-news,,right
Conservative Revival,https://mediabiasfactcheck.com/conservative-revival-bias/,EXTREME,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://conservativerevival.com/,conservativerevival.com,fake-news,MOSTLY FREE,right
Conservative Tribune,https://mediabiasfactcheck.com/conservative-tribune/,EXTREME RIGHT,VERY LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://www.westernjournal.com/ct/,westernjournal.com,fake-news,,right
Conservative Underground News,https://mediabiasfactcheck.com/conservative-underground-news-bias/,FAR RIGHT,MIXED,USA,Website,Medium Traffic,LOW CREDIBILITY,https://conservativeundergroundnews.com/,conservativeundergroundnews.com,fake-news,,right
Constative.com,https://mediabiasfactcheck.com/constative-bias/,RIGHT-CENTER,MIXED,Unknown,Website,High Traffic,LOW CREDIBILITY,https://constative.com/,constative.com,fake-news,,rightcenter
Constitution State News,https://mediabiasfactcheck.com/constitution-state-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://constitutionstatenews.com/,constitutionstatenews.com,fake-news,,rightcenter
Corona Transition,https://mediabiasfactcheck.com/corona-transition/,RIGHT,LOW,Switzerland,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://corona-transition.org/,corona-transition.org,fake-news,EXCELLENT,right
Council for American-Islamic Relations,https://mediabiasfactcheck.com/council-on-american-islamic-relations-cair/,RIGHT-CENTER,MIXED,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://www.cair.com/,cair.com,fake-news,,rightcenter
Council for the National Interest,https://mediabiasfactcheck.com/council-for-the-national-interest/,LEFT-CENTER,MIXED,USA,Organization/Foundation,Minimal Traffic,LOW CREDIBILITY,https://councilforthenationalinterest.org/,councilforthenationalinterest.org,fake-news,MOSTLY FREE,leftcenter
Council of Conservative Citizens,https://mediabiasfactcheck.com/council-of-conservative-citizens/,EXTREME RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://conservative-headlines.org/,conservative-headlines.org,fake-news,,right
CovidAnalysis Network,https://mediabiasfactcheck.com/covidanalysis-network-c19early-com-bias/,RIGHT,MIXED,Unknown,Website,Medium Traffic,LOW CREDIBILITY,https://c19early.com/,c19early.com,fake-news,,right
Cowger Nation,https://mediabiasfactcheck.com/cowger-nation/,RIGHT,MIXED,USA (44/180 Press Freedom),Website,Minimal Traffic,LOW CREDIBILITY,https://cowgernation.com/,cowgernation.com,fake-news,,right
Dagospia,https://mediabiasfactcheck.com/dagospia-bias/,RIGHT,LOW,Italy,Website,Minimal Traffic,LOW CREDIBILITY,https://www.dagospia.com/,dagospia.com,fake-news,MODERATE FREEDOM,right
Daily Headlines,https://mediabiasfactcheck.com/daily-headlines/,EXTREME RIGHT,LOW,Unknown,Website,Minimal Traffic,LOW CREDIBILITY,http://dailyheadlines.net/,dailyheadlines.net,fake-news,,right
Daily Mail,https://mediabiasfactcheck.com/daily-mail/,RIGHT,LOW,United Kingdom,Newspaper,High Traffic,LOW CREDIBILITY,https://www.dailymail.co.uk,dailymail.co.uk,fake-news,MOSTLY FREE,right
Daily Political Newswire,https://mediabiasfactcheck.com/daily-political-newswire/,RIGHT,LOW,USA,Newspaper,Minimal Traffic,LOW CREDIBILITY,https://dailypoliticalnewswire.com,dailypoliticalnewswire.com,fake-news,,right
Daily Star UK,https://mediabiasfactcheck.com/daily-star-uk/,RIGHT-CENTER,MIXED,United Kingdom,Newspaper,High Traffic,LOW CREDIBILITY,https://www.dailystar.co.uk,dailystar.co.uk,fake-news,MOSTLY FREE,rightcenter
Daily Stormer,https://mediabiasfactcheck.com/daily-stormer/,EXTREME RIGHT,VERY LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://stormer-daily.rw/,stormer-daily.rw,fake-news,MOSTLY FREE,right
Daily Surge,https://mediabiasfactcheck.com/daily-surge/,FAR RIGHT,LOW,USA (44/180 Press Freedom),Website,Minimal Traffic,LOW CREDIBILITY,https://dailysurge.com/,dailysurge.com,fake-news,,right
DavidHarrisJr.com,https://mediabiasfactcheck.com/davidharrisjr-com/,EXTREME RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://davidharrisjr.com/,davidharrisjr.com,fake-news,MOSTLY FREE,right
DC Dirty Laundry,https://mediabiasfactcheck.com/dc-dirty-laundry/,EXTREME RIGHT,VERY LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://dcdirtylaundry.com,dcdirtylaundry.com,fake-news,,right
DEBKAfile,https://mediabiasfactcheck.com/debkafile/,RIGHT,MIXED,Israel,Website,Medium Traffic,LOW CREDIBILITY,https://www.debka.com,debka.com,fake-news,MODERATE FREEDOM,right
Decatur Times,https://mediabiasfactcheck.com/decatur-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://decaturtimes.com/,decaturtimes.com,fake-news,,rightcenter
Deep Left Field,https://mediabiasfactcheck.com/deep-left-field/,EXTREME LEFT,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://new.deepleftfield.info/,deepleftfield.info,fake-news,,left
Deep State Journal,https://mediabiasfactcheck.com/deep-state-journal-bias/,EXTREME,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://deepstatejournal.com/,deepstatejournal.com,fake-news,MOSTLY FREE,right
Def-Con News,https://mediabiasfactcheck.com/def-con-news-bias/,FAR RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://defconnews.com/,defconnews.com,fake-news,,right
Defending The Republic,https://mediabiasfactcheck.com/defending-the-republic-bias/,EXTREME-RIGHT,VERY LOW,USA,Organization/Foundation,Medium Traffic,LOW CREDIBILITY,https://defendingtherepublic.org/,defendingtherepublic.org,fake-news,,right
Defiant America,https://mediabiasfactcheck.com/defiant-america/,EXTREME RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://defiantamerica.com/,defiantamerica.com,fake-news,MOSTLY FREE,right
DeKalb GA News,https://mediabiasfactcheck.com/dekalb-ga-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://dekalbganews.com/,dekalbganews.com,fake-news,,rightcenter
DeKalb Times,https://mediabiasfactcheck.com/dekalb-times-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://dekalbtimes.com/,dekalbtimes.com,fake-news,,rightcenter
Democratic National Committee,https://mediabiasfactcheck.com/democratic-national-committee-dnc/,LEFT,MIXED,USA,Organization/Foundation,Medium Traffic,LOW CREDIBILITY,https://democrats.org/,democrats.org,fake-news,,left
Denver City Wire,https://mediabiasfactcheck.com/denver-city-wire/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://denvercitywire.com/,denvercitywire.com,fake-news,,rightcenter
Deplorable Kel,https://mediabiasfactcheck.com/deplorable-kel/,EXTREME RIGHT,LOW,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://deplorablekel.com,deplorablekel.com,fake-news,,right
Des Moines Sun,https://mediabiasfactcheck.com/des-moines-sun-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://desmoinessun.com/,desmoinessun.com,fake-news,,rightcenter
DeSantis Daily,https://mediabiasfactcheck.com/desantis-daily-bias/,FAR RIGHT,MIXED,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.desantisdaily.com/,desantisdaily.com,fake-news,,right
Detroit City Wire,https://mediabiasfactcheck.com/detroit-city-wire-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://detroitcitywire.com/,detroitcitywire.com,fake-news,,rightcenter
DiamondandSilkinc.com,https://mediabiasfactcheck.com/diamondandsilkinc-com-bias/,FAR RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.diamondandsilkinc.com/,diamondandsilkinc.com,fake-news,MOSTLY FREE,right
Disclose TV,https://mediabiasfactcheck.com/disclose-tv/,RIGHT,MIXED,Germany,Website,High Traffic,LOW CREDIBILITY,http://www.disclose.tv/,disclose.tv,fake-news,MOSTLY FREE,right
Discover the Networks,https://mediabiasfactcheck.com/discover-the-networks/,FAR RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://www.discoverthenetworks.org/,discoverthenetworks.org,fake-news,,right
DJHJ Media,https://mediabiasfactcheck.com/djhj-media/,EXTREME RIGHT,LOW,USA,Website,Medium Traffic,LOW CREDIBILITY,https://djhjmedia.com/,djhjmedia.com,fake-news,,right
DNyuz,https://mediabiasfactcheck.com/dnyuz/,RIGHT-CENTER,MIXED,Armenia,Website,Medium Traffic,LOW CREDIBILITY,https://dnyuz.com/,dnyuz.com,fake-news,MODERATE FREEDOM,rightcenter
Downtrend,https://mediabiasfactcheck.com/downtrend/,EXTREME RIGHT,LOW,,,,,http://downtrend.com/,downtrend.com,fake-news,,right
Down East Times,https://mediabiasfactcheck.com/down-east-times-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://downeasttimes.com/,downeasttimes.com,fake-news,,rightcenter
Down River Today,https://mediabiasfactcheck.com/down-river-today-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://downrivertoday.com/,downrivertoday.com,fake-news,,rightcenter
Dubuque Times,https://mediabiasfactcheck.com/dubuque-times-bias/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://dubuquetimes.com/,dubuquetimes.com,fake-news,,rightcenter
Dupage Policy Journal,https://mediabiasfactcheck.com/dupage-policy-journal/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://dupagepolicyjournal.com/,dupagepolicyjournal.com,fake-news,,rightcenter
Duval Times,https://mediabiasfactcheck.com/duval-times/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://duvaltimes.com/,duvaltimes.com,fake-news,MOSTLY FREE,rightcenter
Eagle Rising,https://mediabiasfactcheck.com/eagle-rising/,EXTREME-RIGHT,LOW,USA,,,,http://eaglerising.com/,eaglerising.com,fake-news,USA 48/180,right
East Alameda News,https://mediabiasfactcheck.com/east-alameda-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://eastalamedanews.com/,eastalamedanews.com,fake-news,,rightcenter
East Arapahoe News,https://mediabiasfactcheck.com/east-arapahoe-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://eastarapahoenews.com/,eastarapahoenews.com,fake-news,,rightcenter
East Arizona News,https://mediabiasfactcheck.com/east-arizona-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://eastarizonanews.com/,eastarizonanews.com,fake-news,,rightcenter
East Central Alabama News,https://mediabiasfactcheck.com/east-central-alabama-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://ecalabamanews.com/,ecalabamanews.com,fake-news,,rightcenter
East Central Reporter,https://mediabiasfactcheck.com/east-central-reporter/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://eastcentralreporter.com/,eastcentralreporter.com,fake-news,,rightcenter
East Contra Costa News,https://mediabiasfactcheck.com/east-contra-costa-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://eastcontracostanews.com/,eastcontracostanews.com,fake-news,,rightcenter
East Hillsborough News,https://mediabiasfactcheck.com/east-hillsborough-news/,RIGHT-CENTER,MIXED,USA,Website,Minimal Traffic,LOW CREDIBILITY,https://easthillsboroughnews.com/,easthillsboroughnews.com,fake-news,MOSTLY FREE,rightcenter
